text	labels
It is so cool I just sometimes get frustrated with it	Other
Its just is the game to play :)	Other
Nice game and btw can you add third person?	Other
I love this game	Other
Beast shooter ive  seen in a wile so cool 100\100	Other
It is the best game I ever played	Other
they should add a gun called the cu-cu	Other
Its the best game i the world	Other
The controls are good, but confusing. GOOD GAME THO PPL	Other
Its pretty good	Other
Please give me back my gems and coins cause when an additional file or udate comes their back to zero	Bug
I can't load any progress from an Android phone to another this is bad please help i want to put money into the game but i know it won't load to another device	Bug
It was so fun and I didn't have any problems	Other
I'm not a teenager I'm only 7 years old and you should make it so I can never get this game.	Other
This is lame pixel strike 3d is better	Other
It's really funny just when I snipe and die its really funny and I think the should be a update where everything 1 kill is 1 coin	Monetization
Its good but i bought 1000 gems and gold and got banned  so plz stop banning poeple 4 no reason	Other
Shoots are so horabal and when I move and a bullet goes at me and I move out the way it  will hit me anyways and my experience is like 😦😠	Bug
I really love this game i just want to play all the time 💖💖💖💖💖💖💖💖👍👍👍👍👍😎😎😎😎😎	Other
Its not bad	Other
Look I updated the games already but it keeps saying update game for new content but guess what! WHEN I COME TO UDATE IT SAY GAME HAS BEEN UPDATED! PLZ FIX I HAVE A LOT OF CLAN CHESTS TO UNLOCK!	Bug
Cool game like the update	Other
I love how u made this	Other
Love the game. But it still has problems. I had to delete it because it started crashing so much i couldnt even play a single match. They should make coins and gems easier to get. Also here's an idea, dual exterminators. And they should be half off if u already have exterminator ;)	Bug
Remove Gems,Remove Sandbox	Other
Its a great porgress Working game	Other
ITS AWESOME!!!!! GET IT NOW!!!!!!	Other
Great Game I wish that all of the old weapons and maps can be added back	Other
The best game	Other
Mine keeps saying to update but there no update	Bug
It is an awsome game but the chests would be awsome if it gave you up to 100 gems	Other
It a good game	Other
This game is really fun	Other
i dont know how to sync my account since im using 2mobiles. i tried  setting-sync but nothing happened.	Other
Great I've been playing for 5 years	Other
The graphics are amazing and so is the game	Graphics
This is the best game I ever had	Other
Its cool	Other
It's a good game with good whatever I think it's a little too big though im about out of space on my phone. Good app tho would definitely recommend.	Other
Love it	Other
IT'S SO COOL I LOVE IT SO MUCH AND SO AMAZING.	Other
Not bad controls	Other
Fkn love this game ❤	Other
Its good	Other
Loved it	Other
Great game not good for beginers	Other
Can u add quests back on pixel gun 3d. Because u can earn get coins and gems please and im dying for it	Other
It has way to many ads fix it and I pad relas was so late and you made lots of wepons one shot	Balance
I like when we can play whith friends	Other
The game is really good.It gives you great prizes but when i updated the game i lost 36 gems and 15 coins.Pixle gun can you get those gems and coins back to me plaese.THX	Bug
Great time spender when there is nothing interesting you want to do!😃😘:)       Although I wish it saved when I uninstalled it 😟😖😞	Other
Great Game so fun but to laggy but I still love it	Other
It would not let me update the game I deleted it and installed it and it took me to good	Bug
It's very fun	Other
There is a bug. It wont let me play any matches because it says there is a new update. But when i click the update button(ingame) it takes me to play store and there is no update button pls fix	Bug
This game is fun you get to meet other people and new things	Other
THIS GAME IS COOL,WE CAN ALL BE FREE	Other
This game is amazing	Other
This game was good but now you got to spend so much money and i had to delete 4 game's for this update it's to much space i will delete this game if it keep's on updating.	Monetization
Good game nice graphics and one of the best shooter games☺☺☺	Graphics
This game  is  awesome!!!!!!!!!	Other
i play  this evry day	Other
I love the game so much	Other
The coolest game ever	Other
It is so dope	Other
Good game, but upgrade price too high	Other
This game is the best pixel game ever	Other
So cool that there different guns.	Other
Switched devices and lost all my in-game money	Bug
Awesome but please add in super  good guns but cheap and also better guns for deadly games thing I refer to it as gun game	Monetization
Need bomb mode	Other
I love the game it's all I play	Other
This Game Is A Fun Gun Game For Mobile Gamers	Other
Loved it	Other
I love this game called pixel gun it's the most amazing kind of Minecraft mixed up with Call of Duty I ever played	Other
It's good but the controls they kinda bad	Other
Love the game but, I lost all my progress and all my guns. I dont know if the developers or makers of the game could help me??	Bug
I think it is like Minecraft and is awesome and I love it	Other
Best pixel game of all time	Other
The most shity game	Other
ItsIt's  a good game but more cool then my other game	Other
The game is pretty awesome,better than any other pixel game. But I would review it with of 4/5	Other
I'm lvl 13 and it matches me up with people around lvl 22. Unfair matchmaking making it almost impossible to win	Balance
Its awesome its awesome its awesome	Other
It is cool and sick	Other
I love graphics	Graphics
Fun game to play with friends	Other
Hi I am the first comment	Other
It's a good gameplay and time passer	Other
Too much mb but besides that it's great	Other
I love your game	Other
I think this is the best shooter game on android/apple	Other
I play it all the time	Other
I love your game	Other
Its lit	Other
On my older phone I could get my data back, but on my new phone I can't!	Other
Trash	Other
I love the gun and the laser Bob	Other
I can't explain it is just amazing	Other
GET RID OF THE MEGA GUN REMOVE GEMS REMOVE ARMOUR MAKE IT THW WAY IT WAS	Other
It is awesome whoever this is should get this game for real homie	Other
It is fun to play and great time killer	Other
This game is fun and exciting I hope that yall have a new update	Other
Great game love everything about it but I wish that that chest rewards won't all ways the same thing	Other
The game is simple sentence  AWESOME	Other
I love the game so much. It's addictive,chaotic,and good graphics. I would recommend this app for anyone who loves shooting games	Other
I think that this is the best game ever	Other
It is really cool	Other
Love it so much	Other
Such A Great Game! It's Awesome 😜😜	Other
Its fun	Other
It is so so awsome please give me gems and coins how much what ever you want	Other
Play it is fun Fun	Other
The best first person shooter I've ever used install for free	Other
Recommend a friend. Great campaign but should come out with new world...	Other
I love this game	Other
Addictive so fun	Other
It's a great game but u can't look at ur clan without  a update  and u can't do mini games without the update	Other
Its a really fun game	Other
I don't know what it is. The large selection of guns, the enemy design or just the thrill of winning but I freaking love this game.&lt;3&lt;3&lt;3.	Other
I played this game back when it first came out when the prototype sniper was the best weapon and I quit for a couple years only to come back to (me no longer being the best) a variety of different guys and weapons and features and it blew my mind but only complaint is that it's pretty pay 2 win and prices to pay are kinda high not everyone can buy a bunch of gems (like me Srry I'm pay 2 win) and coins are Impossible to grind alot of em out but other than that 5/5 keep it up!	Monetization
Its grate	Other
Best gun game ever because I've been looking for a gun game that's like minecraft and here it is	Other
It is AWESOME!!!!!!!!!!!!!!!!	Other
I just love this game I can't delete it like but good pixal graphics.	Graphics
this game is awesome	Other
I love this game great pixel art	Other
Great gameplay and great graphics and such an addicting game	Other
I I think this game should do  cooler updates because this game is super cool &gt;:3	Other
I love this game it's the best hope u make another	Other
Cool	Other
Love it	Other
Great for free time	Other
I love this game because it's really cool.😀☺😁and I really like shooting games	Other
It's fun on sand box	Other
I just spent 20 Pounds on gems the a new update came out, and what do you know new update don't exist and I got mugged off 20 pounds. Either give the money or I will get your game taken down permanently	Bug
Thanks for the app	Other
it was awesome good graphics controller and multiplayer	Other
I like the game but whenever I go click friends or Battle or to do anything social, It says update and whenever I click the update button it takes me to the app store but doesn't show me to update! I have an android and there should be no problem but there is and its scaring and making me feel miserable and always less energetic, But here's something stupid I have to tell you, my little brothers tablet is old and you can update it!? NOT THIS SAMSUNG GALAXY S7 EDGE!? HUH!? Please!! you need to stop the useless update for goodness!!!!!😠😡😠😡😠	Bug
It is fun thank you for the game😉!!!	Other
I love the game	Other
Its very fun addictive and you can join clans	Other
Is one of the best but I think that u could make it better by stopping the lag that the server gives	Bug
Very fun it has good graphics I hope they're make some cool updates	Other
Best game every	Other
Cool	Other
I love but add more  guns I'm  not  lieing more guns  please	Other
Great game but having trouble with new upgrade  just released Feb 22...	Other
My game tells me to update but then when I go to play store there are no updates of pixel gun only uninstall and open.........PLSS HELP ME	Bug
Good job creators! This is the game of my life.Start making more like this cool one!	Other
It's a good game but you should add Moore charictor customize	Other
I love this game but make guns cost less coins.	Monetization
Nice game	Other
Man this game was good until the recent update came now it's telling me to update and not let me play until I update. But I already updated it won't let me play So it sucks   now	Bug
Love I game the great pixle usage is amazing very addictive.	Bug
This game is amazing so Download it now 😀	Other
Good but this game was so much better before. Now everything is just more expensive and there are ads unlike before. Remove the ads and the rating will increase	Monetization
I think every one should download it and have fun	Other
The pets are sooo cute and very helpful.you can train them to become strong its really amazing and you can have support also gadgets  to help you and your pet too. really fun.also you have leagues and a new mode called Duel its sooo amazing.	Other
It's fricken awesome	Other
Great game	Other
Wow I like battles and guns but  my parents dont let me use real guns because guns are bad for eight  year olds only nine year olds can use guns	Other
This game will take up time but is fun so try playing it And yes s worth it	Other
It's fun as in fun	Other
Is so cool to play but it always tell you to buy something  that when you buy that you look to see it but you not see it it tell you that you not buy	Other
Weapons are too expensive	Monetization
I mean it's alright	Other
ILL ALWAYS play this game and the update on the news of the game was a teaser it came out yesterday	Other
Cool	Other
Well first it's amazing but some parts were impossible	Other
You should make a coin place to get a ton of coins and gems for golden league and up. Also no trophy penalties when you leave a game. Also put in weapons and armor called the TAMASAMA set that is op, and it glows blue because nothing in this game even glows	Other
Would be all 5 stars, but I got a new phone and lost most of my good guns. I kept some, but lost one shot, golden friends, etc...	Bug
Amazing cant stop loving it so amazing spend that time to downloas it	Other
I been playing for a long time and I love it it's so cool that's mostly what I do now	Other
My friend got the Dev consle	Other
Cool	Other
It's great	Other
Can you contact me and help me get my account back I can't  get them back pls help	Other
Its awesome	Other
I liked it becaulse there are cool gun and gagets and also realy cool pets always update love the game its amazing i spend all my spare time on this game its fun creative. Its minecraft meets call of duty (COD)	Other
Git a ship map	Other
Cool	Other
The game is fun addictive and competetive with ranks to climb and leagues to pass	Other
It is amazing but they should give coins every time you win not if your 1st or 2nd	Monetization
Updates take too much storage	Other
Thanks	Other
When i  update it to 13.5.3 it says to update it again when I have the version and I can't battle	Bug
It is awesome	Other
I love it cause u can make lots of different stuff like skins,lobby, and mote	Other
Adictive best fps I've played	Other
I love this game this is the game i really play	Other
Cool Gg	Other
I like it because it's cool that you can shoot people online	Other
I love this game it very fun	Other
This game is very fun and cool	Other
I love the game	Other
Keep up the good work and could I get free gems like 200 please	Other
It's ok	Other
I had the game for 3 years	Other
Its so good make updates with sales great job love u😍	Other
Good game it's like minecraft with guns very fun keep updating game and cya! :)	Other
You should play	Other
To much data needed	Other
E bom	Other
It's the best game ever	Other
Oco	Other
It  is the best	Other
It is the best and most loved game of all time    ( definetly recomend)!	Other
I love it I love the graphics and everything I love it!!!	Graphics
3 stars coz when i play it says new content update but when checking there is no update this  has been going on for a long time and i cwnt play. RIP. Fix this and 5 stars thanks	Bug
UWIELBIAM TOM GRE	Other
This game is my favourite ever and i play it constantly. The only things that bug me are 1 the ads  2 people kill me when they aren't even facing me 3 coins and xp are too hard to get. Also I am level 26 but i can't get  anymore diamonds or coins. Please make more levels	Bug
Well...the New update is somewhat good apart from the New upgrading system, now you NEED to pay 100s of gems to beat people. You made up for it (sort of) by balancing weapons in some matches and making weapons earned from chests high level, but it could just make life easier for us all if you balance weapons in ALL matches.	Balance
Awsome	Other
Love it	Other
I think this is a best game ever you should play it	Other
Trop cooooool!!!	Other
Cool game and fun	Other
I love this game and I play it all the time  I definetly recommend it	Other
I think its AWESOME!!!!!	Other
I am going to try to play	Other
Its a good and a really fun game to play, but before the newest update I had a lot of good guns, after this update these weapons are really bad comparing to other weapons. I think this is because of the new combat level system. My question abaut this system is: Do you have to reach a particular level to actually upgrade your weapons to a higher combat level? I'am level 32 now and I see guns like the adamant bomber level 17 but I only can upgrade it up to level 15... I hope the old guns maybe can get a buff so you can compete against others without buying too much gems.	Balance
It's a cool game to play better gun game	Other
Would've been 5 stars, but ye got to stop reseting the freakin trophies. Over 4500 goes down to 3000. What is that kind of event anyways?	Other
I love it so much but not to much	Other
It's is a good deal	Other
I can't go into my armory its ignoring me when I tap it FIX IT	Bug
There is no Polish language!!!😠	Other
The parkour need free check points like 30 don't like the game that much.	Other
Thanks it is very nice 😄😄😄😄😄😄😄😀😀😀	Other
Cool	Other
Im play minecraft every day and CoD	Other
cool	Other
this game Is awesome!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	Other
Love e the game always will top in bracket always	Other
It feels like your play Black Ops and Fortnite	Other
The best game ever	Other
I need help, im in the adamant league with lvl 17... If i shoot anyone with my exoskeleton pilot sniper, nothing happens becuase they have adamant armour and i have crystal armour. I think you should let peoeple upgrade guns with the league, not with lvl because if somone is under lvl 20 and they in adamant league, their guns wond do anything! Please change this and you will get 5 stars	Balance
Help i lost my account I was level 29	Other
2 u people i recommend that you should really try it	Other
ITS THE BEST GAME ON MY TABLET	Other
Perfect👌🏻👌🏻👌🏻👍🏻	Other
lts free its fun for everyone!!! ;)	Other
It's a great game but I have to keep updating and each one is sooo much data and it keeps telling me about the parkour city 3018 map when I already have it.	Bug
It a good shooting game	Other
THIS IS MY NEW FAVORITE GAME	Other
It is cool	Other
I love this  game	Other
I love this game because all the weapons and modes and gadets	Other
Ses cool	Other
First it gets relay boreing second can't jump high enough third it's lovely tho💏💏	Other
Cool	Other
Very good 3d shooting game	Other
It is fun to play	Other
Awesome tiny bit lagy  but that could just be my phone  but still awesome!!!!!!!!	Bug
Je to sranda	Other
It's  a nice game without  out it oh well	Other
That is very good	Other
when u try to play it keeps telling me to update so i cant play even though i have	Bug
Stupif and broken mechanics only idiots play this game ahem talking to those 50 million people who  downloaded  it	Other
I LOVE THIS GAME	Other
Its so cool to kill	Other
BEST GAME but pleas give me some gems or coins  thx	Other
BEST GAME I HAVE EVER PLAYED!!!	Other
It's so cool.Coolgame	Other
Game hai	Other
It is good 👍	Other
Amazing everyway however I tried to update the game but when I deleted a lot of my games to do it glitched and stopped updating but I still have to get rid of my games even though I already have! Now I can't play without the update!	Bug
In your next update could you bring the game back to its old style where we can create servers and make them private or not	Other
Very nice game😀😀😀👍👍👍👍😀	Other
It's the best 3d game I ever played I love the the game	Other
It a great frecking good game i cant stop playing it :) :D	Other
No auto fire. 😋 I don't have time for that	Other
I think you should make another  game like pixel gun 3d	Other
Ich finde es sehr cool🖒🖒	Other
Megusto muchoooooooo😉😉😉😉😉	Other
I paid for 230 gems then by accident I deleted the game I got all my weapons back but the gems no so I need help and I'll give 5 stars.....just return my gems	Bug
Coool	Other
Useless it takes up too much space and if you don't update it your not allowed to play	Other
Its Really Awesome I Want You To add In Parts For All The Guns They Don't Have And Delivery Times For The Guns And Lucky Mystery Boxes In Online And Campaign!	Other
I love this game because it has hundreds of whepons to use and it is so cool because of that	Other
that is a super game install now	Other
I was buying some gems but I don't get the gems that I had bought and my money was gone.	Bug
OMG this game is amazing😢❤❤❤❤❤❤	Other
The game idea is too good and it is well made but there is something,that the prices of weapons is too high and the upgrades even has a bigger price than the weapon itself so you must work at this poin but i loved the game	Monetization
It will be cool if 30 playing in one big map and battle	Other
I don't talk about that. But it's be cool game be pass a leisure time	Other
Trop cool	Other
Zarombiste mam 21 level i 2 mythycale	Other
It's a fun game, and it adapts it's difficulty to your level. I just wonder when the developers will allow for players to be able to unequip their armor if they so choose.	Other
It's an amazing  game and bordom-free	Other
Great game but please add a easier way to get gems	Other
(even tho it's not a big deal) In the Christmas update,when you added the new section for the weapons called Sniper, the Brutal Headhunter and the Guerrilla Rifle are in it. But however, in the Parkour City map, the big sign that says the 2 weapons (the Brutal Headhunter and the Guerrilla Rifle) are in the Special category is wrong. It's in the Sniper category! Also, there a 2 new and same maps in the sandbox mode. Also, make a arena map in the Deathmatch mode which has NO obsticals (pillars, hazards ect.)	Other
Fantastic game  Polecam Ja	Other
Make dual terminators.	Other
Cool	Other
Great	Other
10000000000out of 10	Other
Ich find es einfach cool	Other
Nace game	Other
It is so cool	Other
It is fun	Other
So fun!I can't wait for next update !!!	Other
Leider pay to win	Monetization
Awsome game I recomend it	Other
Cool	Other
Cool	Other
Nice game but I have a glitch where it says I have to update but I already have all the content.  Over wise good though.	Bug
Cool	Other
It's fab :D	Other
Its really fun and easy to use.	Other
Yo	Other
"In the tutorial, I can't select ,,armory"", I clicked on it, but it did nothing..."	Bug
I love this game	Other
I would give better stars if you could add vehicle's that are drivable	Other
Cool	Other
Over all the gameplay is very good but the heavy gun 'Rocket Crossbow' doesn't one shot in block crash anymore	Other
Cool	Other
Good.game add.more.to.it.dow	Other
oh year	Other
Its a great game	Other
Pixel gun 3d is the best games try game in the would	Other
My son said he can't play when he taps the battle button it says to update it	Bug
Best guns and so fun	Other
I like the game	Other
It is not returning my wepons	Bug
This game is awesome!!!!!!!!!!!!!!!!!!!!!!!	Other
I can play minecraft	Other
It's cool	Other
This game is really fun :&gt;	Other
Make the in app purchase cheaper but other than that love it	Monetization
Good game. I would encourage first person shooting gamers to download this piece of art.	Other
It is awesome	Other
this game is really cool becuse its pixle with gun and i like gun games	Other
Super online shooter macht spaß und ist fesselnd	Other
I like this game it's awsome it's like call of duty and minecraft together	Other
Its one of the best first person shooter game and has good graphics	Other
It is fun I am a beast	Other
Is great because i love it man so it really fun to play i other people should start playing this game #lovegame	Other
I REGRET SAYING THIS IS GOOD! AFTER I UPDATED TO 13.5.3.. MY GAME LOADING IS STUCK IN 16 PERCENT! FIX THIS OR RELEASE ANOTHER UPDATE.. IF NOT, IM GOING TO BE BANISHED FROM A VLAN BECUZ OF YOU!!	Bug
Rat hay very good	Other
This game is so fun my friend showed me it	Other
Top👌	Other
Cool	Other
Im gonna give some hint to get xp just play co op survival	Other
Thid game is awesome just make sure to handle the online dating thing	Other
Its good and bad because my animal is pink and when i play a game.averyone is pink	Other
Great game im just ticked of cuz tge chest is super rigged and im always getting coins	Other
Its a Good game to play during vacation	Other
It's awesome game	Other
its a reqlly good game the graphics are good and the control's are good and the qualty is really good	Graphics
It's cool	Other
It good	Other
Free b bucks	Other
Please fix this bug it won't let me play  even I'm on the 13.0.5 update I even have the Samurai gear	Bug
I hope you could make a open world team map and a 2-3 player story mode,and more guns and not so expensive	Monetization
I hate it	Other
Always by the lucky chest I get coins but stupid and I don't have guns	Other
Es ist cool	Other
Me gusto mucho	Other
It is fun	Other
Focus ch	Other
Add some chests to collect coins and also I have not that much coins so maybe do that	Other
I love  this gama	Other
For  a free game this is amazing also can you make where you don't lose to much trophies because I just joined and we lost and lost a bunch of trophies and if you get to a high level your team loses all the time	Other
Cool	Other
Every thing was great except for the fact it IT LITERALLY GET UPDATES EVERY TIME I GET ON my phone can't use THAT much storage to just download the game again please fix	Bug
Loooove it	Other
Why does u have to lose  all yo storage	Other
This game is way better than Minecraft	Other
I already update it and still won't let me play, if you fixed it, i will give back five stars.	Bug
Q orible	Other
D game full of hackers and giveEme 100 gems please and buch of of credit card user and you patched good guns and make them weak not cool man not cool make Anti hero riflle strong agin the normal anti hero riflle	Balance
This game is the best of the best	Other
I love this game is so funny and cool and it has super new guns!	Other
Keep up the good work	Other
Cool	Other
Ti is the best game	Other
Very exellent gane! I was rhink is will make me boring	Other
This game is really fun one of the bets shooter games ever.	Other
I love this game it's creative anni cool you can make friends and play with them I give this game 10 Billion stars I love it	Other
It is good	Other
Nice but it is full of hackers	Other
Minecraft with guns	Other
WHY DOES THE NEW UPTASE DOEAT WANT TO UPDA5E I CANT EVEN PLAY THE GAME PLS PLS PLS DONT LIKE THIS WAY PLS CREATOR PLS	Bug
It says I got the update, but when I go in the app I cant see the new weapons	Bug
This game Is super good i tride to big buddy but i bot banner And im super sorry So please unbann mě please i had anti zero And that rainbow asaultrifle And that Dragon And Fast deth smart rocker  allmost all gatchets please unbann me im So sorry  :'(  sorry for my english  im from czech  So sorry  :-(	Other
Cooles Spiel	Other
Download now	Other
It would be cool if we could color our weapons and have our clan symbol on the front of our mech.	Other
This game is pretty good	Other
Best game ever give me more diamobnds pleas	Other
I loved it it very fun and my favorite part was when the was minne games😍😷	Other
Do more new mini-games because i like play mini-games so plz do some new mini-games	Other
Best game in the history of games loved it !!!!!!!	Other
Just garbage,you ruined a simple fun game,and made a gem filled glitchy  game,DONT get this game,youll just waste your time	Other
COOOOOOOOOL	Other
The best ever	Other
I love this game	Other
Cool	Other
I like it but the guns are so expensive	Monetization
Loved it	Other
When i buy somethine(with real money) it says purchse sucseesful but i get nothing when i look	Bug
I love this game	Other
I like i realy need a gems but thanks	Other
It a super game	Other
It's amazing the controls can be hard but you'll get used to it. It's a really good game	Other
I HAVE updated this ,still it is asking to frickin update . And besides , Alex kruetsnov doesn't have game licence.	Bug
Cool	Other
Its one of the best game I ever play but if u change device it give you back your profile but not all ur  inventory and your money or gems	Bug
No, the mega gun is too strenght please eliminate him the play is a bad game	Balance
It's a nice game good job	Other
I would really like it if you plz make the controls more easy I've been playing in another device sense it came out the move ment was easy but now it's hard.  So plz plz make it easy again and put the old weapons back again	Other
It's  really really good nut it has some glichizzes	Other
Add more maps to camping	Other
Plz add more maps to caming	Other
Just awesome	Other
IYI OYUN AMA PARA HILELI OLANI CALISMIYO ONUN ICIN 4 YILDIZ	Other
I love this game	Other
Amazing game, download it will be the best thing you do!	Other
The best game ever!!!	Other
I love this game once you get used to it everything coming from controls to graphics are beautiful except for some but it's still the best game for me thank you for creating this wonderful game rilisoft.edit so my account got banned for some reason... I spent 300 dollars wow what a waste bad game and most of the time it is pay to win so 1 star!	Monetization
Why is it forcing me to update when I already did?it used to be my favorite game but now,not anymore...	Bug
Please Need no more lagging	Bug
I love the  game	Other
Cool	Other
This is a good game	Other
I Wanted to play a match but it WOULDN'T LET ME PLAY IT SAID I HAD TO UPDATE THE GAME WHICH I ALREADY DID	Bug
I really love it¡!!!!!!!!!!!	Other
Perfect game!	Other
The new update sucks. It nerfs all the weapons that many players use. This wouldve been a 5 star if it wasnt for this update. Please dont make this a 12.5.0 mistake that got worse	Balance
This game good we play if we dont want to play another game And very very exciting	Other
I loved it to play this beacause its good graphics and smart reason when i choose to download this game.	Other
It's OK.Could be better if it was like Minecraft.	Other
This game is awesome I've been playing for 4 years now I always play this game when I'm bored😆😉	Other
Fantastic game!   Awesome	Other
Some of the guns are o.p	Balance
Stupid!im downloading it and it was done but when i go to the store i saw it uninstalled im so mad waited for a day!!!	Bug
I love this game ever	Other
I love the game but I have the same problem that Gabriel Sanchez has. I have updated the game but it is still telling me to update it. Please fix this. I love ur game though	Bug
It is so cool the best game ever so cool play it	Other
I think it should get a big fat five cuz the graphics r incredible and the weapons r amazing	Other
Omg thiss iss best game ever !!!!!!!!!! 😯😯	Other
"It is a good game, I'm not going to lie. But it has so many problems in its Gameplay, it becomes unbearable. To get anything, whether it is a weapon or an wearable or anything, you either go through its terrible pay-to-win system that hardly gets you what you want for the cost of ridiculousness, despite the developers putting up ""irresistible offers"" which is still bogus. Or you can grind your hours away, waiting for the 4 hour free Chest of Unforgivable RNG or play match after match after match with minuscule payouts! ""Oh boy! Double winnings! That means I get 4 coins! Now I just have to try to win 50 more times with these pathetic weapons against overpowered enemies!!!"" Not worth my time."	Balance
Best game shooter 😍❤💪🔫	Other
This game is so coòooooooool	Other
Cool	Other
Cool	Other
This is da best of da best🔫🔪	Other
I love it  It was amazing	Other
I logged with my old account and it dont works i was lvl 33 and now 2 .........Stupid game	Bug
Its great	Other
Please can you remove the balloon cannon	Other
Wow wow best super game	Other
WHY DO YOU NEED TO UPDATE IT i dont have room to. it says that I have to delete all my other apps to update please fix	Other
it is cool	Other
I love this game	Other
It's really good	Other
Really good game but can u make Christmas weapons and cyber Santa set again I really need them.	Other
So cool I love this game !!!!!	Other
This update Killed me whyyyy poxel gun nooooo	Other
What a fuc	Other
I like this game, 'cuz..... THE GAMEPLAY IT'S FUNNNNNNN THAN OTHER WAR GAMES...	Other
Great game	Other
A very good game to play	Other
PLS FIX THIS BUG WHERE IT SAID THAT I CLICK ON THE ARMORY THEN I KEEP PRESSING IT AND IT WONT WORK PLS FIX THIS IMMEDIATELY I RATED THIS A 5STAR INTO A 2STAR	Bug
Hey owner the problems are now gone thanks but there is a glitch on point capture it automaticly capture on its own sometimes ours and theres its so annoying we even got lost because of that glitch pls just clear that one glitch and you should start making secret bases and stuff ok trust me its gonno get famous ok cya thnx for fixing my probs	Bug
This game is awesome but the guns are hard to get.😊😊😐😈😢and way too much space. Never mind this game is dumb now the old version was way better just please totally change everything if u do I will play the game again and put 5 stars stuff like taking out some of the armour and GET THE OLD GUNS BACK! AND THE OLD  VERSION  WAS WAY BETTER.I deleted the game it was too much space but just so u know my name was Ender Dragon	Balance
Realy nice	Other
Best pixel game ive ever played. Keep.up the good work	Other
I FREAKING LOVED IT😆😆😆😆😆😆😆👍 i am still keeping this comment because  ITS SO FUN	Other
The pets are awsome!	Other
Awesome because  it's so easy to get a hang of the Controls	Other
Why is evrething all pink pixel gun 3d	Other
Very good game! But you get not that much money i mean When you lose a match you get 1 coin but when you win you get 2-3 coins. I'll be better if you won and were on the first place you will get 10 coins or sth like this.	Monetization
IL METTE DES PERSONNES FORTE CONTRE DES NUL!!!!!!😬😬😤😤😤	Other
I keep dieing and i need coins make it so its easy to get coins i like the game dont worry i dont hate	Monetization
Holy fuckking god	Other
Nice game!	Other
Sehr cool	Other
It s awsome	Other
It's awesome i play it almost every day my name is hayhomey in pixle gun i have scoripin skin	Other
Ok It said Hey wanna play? Update your game..... Then when I come to update it it said it's updated AND IT IS..Pg2d u r bassically restricting me from playing the multiplayer battles. re u serious rn? Icant play cause i have to update the game when i already did.... Bassically waist of my money to buy new weopons when i cant use them.	Monetization
Is a good game for everyone around the world to play and have fun	Other
It's relly good	Other
Ehh its not my best interest but it is fun when I play	Other
Play all the time	Other
This game have very good hun I guys need to add some more they are cool and it like a😎	Other
Best game always  thought it would suck	Other
Cool	Other
"There is an unnessasary pop up saying ""New update is  out"" (yes, it has the extra space) Can you please fix that?"	Advertising
Its really fun that we kill and its 3d	Other
I love this game it's like your actually doing the shouting and stuff	Other
I realy hate it	Other
This game is the best hope for more updates	Other
The campaign is a bit hard	Other
This game is so awsome i paid 40 dollars on it	Other
Cool :-) :-(	Other
Wow but i want a new gun on the next version (bazooka)	Other
The game is a waste of space! The control layout is horrible The guns suckfor some reason the area damage radius is extremely short! Some of the guns aren't even worth their price The armor is horrible Even the background prices are too expensive for what they do! And there are so many hackers! Please! Fix the game.	Monetization
It is just amazing	Other
ITS DA BEST BUT CAN YOU ADD MORE WORLDS AND A SURVIVAL GAME PLZ IF NOT ITS OK	Other
Best game plz reply	Other
I love it but not how much space it takes.	Other
Awsome but hard once max level its hard to get gem unless your as lucky as my sis because in lucy chest wich is impossible to get it she got 50 gems 2 times in a row	Other
You did a good job on this game	Other
Hate	Other
I love the game but the loading when u start takes a long time	Other
It's good	Other
It won't let me update it	Bug
Love it also addicting	Other
Eh i love this game but it has it mistakes even though i like pixel gun 3d pro though but thats nistalga but good game none of the less	Other
To load fast	Other
To good to be true	Other
It's Awesome	Other
The game is now asking me for an update, and when i get in the app store to update the game, it doesnt show any update available; due to this, i cannot play games, get in the chat, either mini-games, fix this bug quickly please.	Bug
I'm love this game to death	Other
Oyun efsane ama hersey cok pahali	Other
Sorry,i had an question . Why dont You add some server in sandbox???	Other
Its awesome	Other
Super best game ever even better then world war heros that game have no too many guns but this game have too much gun that are best thing in this game	Other
I love it soo much!	Other
Lucky chest and daily egg need more effort😐 as well as the exp n reward system and the lottery and events could use a touch up to	Other
I i really good game and good graficts	Graphics
Is cool	Other
I think that you should add a little bit more maps but my whole family likes it.	Other
Ive played for 2  years and it's great	Other
ThAt this is my best ever game	Other
It sucks	Other
Cool	Other
Deleted because the update is still open on my phone. So I deleted by addcitent. I can't find my Account on my Phone. I was being a Pro in pixel gun 3d but I can't t find it. It say my level is 2. My first level is 32 that I played my first time and it hard to find. Username Ç£ÜßŶ plus find it 😥	Bug
Keep updating this Game because this game is so funnnnn!!!!	Other
So one huge thing cause in going o get kicked out of my clan, it says I need to update the game but I can't update it because it won't let me so why are those on saying there is an update when I can't update the game I need to get 100+ medals at the end of the season so yeah.	Bug
This game is so entertaining and I love it.	Other
Good game and nice soundtrack	Other
It is fun to mod and boss players around	Other
Is all right it just that I dont like the graphics and u can't crate your own gun and is not cool u know thanks for reading i bet u guys are like shame on u	Graphics
Very addictive to play	Other
This friken game sucks so bad i wastet 200 gems it took me sooo long to collect them in a wepon that just to be a really good one now its trash this game should be delete it for ever.	Monetization
